Date,Wind_mph,Temp_F,Cloud_Cover,Start_Time,End_Time,Transect,Site,Visit_Number,Point,Species,Species_Code,Count,Fly_Through,Fly_Over,Outside,Distance,Direction,Detection,Comments,Latitude,Longitude,Ecosystem
1991-01-23,NA,NA,NA,NA,NA,Mixed_grass,fertilizer,1,146,Horned Lark,HOLA,1,NA,NA,NA,50,NA,NA,NA,34.38677743,-106.678441,Desert grassland
1991-01-23,NA,NA,NA,NA,NA,Mixed_grass,NA,1,147,Western Meadowlark,WEME,1,NA,NA,NA,100,NA,NA,NA,34.37962992,-106.6784568,Desert grassland
1991-01-24,NA,NA,NA,NA,NA,Creosote,core_creosote,1,134,Black-throated Sparrow,BTSP,1,NA,NA,NA,80,NA,NA,NA,34.32986787,-106.7262035,Desert shrubland
1991-01-24,NA,NA,NA,NA,NA,Creosote,iso_web,1,135,Common Raven,CORA,1,NA,NA,NA,200,NA,NA,NA,34.32407465,-106.7043542,Desert shrubland
1991-01-24,NA,NA,NA,NA,NA,Creosote,iso_web,1,135,Common Raven,CORA,1,NA,NA,NA,100,NA,NA,NA,34.32407465,-106.7043542,Desert shrubland
1991-01-24,NA,NA,NA,NA,NA,Creosote,core_creosote,1,133,Western Meadowlark,WEME,1,NA,NA,NA,80,NA,NA,NA,34.33161009,-106.7354317,Desert shrubland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,crust_PJ,1,121,American Robin,AMRO,1,NA,NA,NA,150,NA,NA,NA,34.41058366,-106.5243708,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,crust_PJ,1,121,American Robin,AMRO,1,NA,NA,NA,100,NA,NA,NA,34.41058366,-106.5243708,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,123,American Robin,AMRO,1,NA,NA,NA,200,NA,NA,NA,34.39734735,-106.5222068,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,123,American Robin,AMRO,1,NA,NA,NA,150,NA,NA,NA,34.39734735,-106.5222068,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,124,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.39178055,-106.5239405,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,124,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.39178055,-106.5239405,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,125,American Robin,AMRO,1,NA,NA,NA,100,NA,NA,NA,34.38642066,-106.526917,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,125,American Robin,AMRO,1,NA,NA,NA,100,NA,NA,NA,34.38642066,-106.526917,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,126,American Robin,AMRO,1,NA,NA,NA,150,NA,NA,NA,34.38045714,-106.5314932,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,126,American Robin,AMRO,1,NA,NA,NA,100,NA,NA,NA,34.38045714,-106.5314932,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,126,American Robin,AMRO,1,NA,NA,NA,100,NA,NA,NA,34.38045714,-106.5314932,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,126,American Robin,AMRO,1,NA,NA,NA,100,NA,NA,NA,34.38045714,-106.5314932,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,127,American Robin,AMRO,1,NA,NA,NA,150,NA,NA,NA,34.37605113,-106.5339906,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,1,NA,NA,NA,150,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,American Robin,AMRO,1,NA,NA,NA,100,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,129,American Robin,AMRO,1,NA,NA,NA,100,NA,NA,NA,34.36527658,-106.5352165,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,129,American Robin,AMRO,1,NA,NA,NA,100,NA,NA,NA,34.36527658,-106.5352165,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,124,Common Raven,CORA,NA,NA,NA,1,250,NA,NA,NA,34.39178055,-106.5239405,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,126,Dark-eyed Junco,DEJU,1,NA,NA,NA,50,NA,NA,NA,34.38045714,-106.5314932,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,123,Gambel's Quail,GAQU,NA,NA,NA,1,450,NA,NA,NA,34.39734735,-106.5222068,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,123,House Finch,HOFI,1,NA,NA,NA,200,NA,NA,NA,34.39734735,-106.5222068,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,125,House Finch,HOFI,1,NA,NA,NA,150,NA,NA,NA,34.38642066,-106.526917,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,125,House Finch,HOFI,1,NA,NA,NA,75,NA,NA,NA,34.38642066,-106.526917,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,House Finch,HOFI,1,NA,NA,NA,200,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,129,House Finch,HOFI,1,NA,NA,NA,200,NA,NA,NA,34.36527658,-106.5352165,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,124,Ladder-backed Woodpecker,LBWO,1,NA,NA,NA,50,NA,NA,NA,34.39178055,-106.5239405,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,124,Mountain Chickadee,MOCH,1,NA,NA,NA,200,NA,NA,NA,34.39178055,-106.5239405,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,125,Mountain Chickadee,MOCH,1,NA,NA,NA,150,NA,NA,NA,34.38642066,-106.526917,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,124,Northern Flicker,NOFL,NA,NA,NA,1,250,NA,NA,NA,34.39178055,-106.5239405,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,Northern Flicker,NOFL,1,NA,NA,NA,200,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,crust_PJ,1,121,Sage Thrasher,SATH,1,NA,NA,NA,150,NA,NA,NA,34.41058366,-106.5243708,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,crust_PJ,1,121,Sage Thrasher,SATH,1,NA,NA,NA,150,NA,NA,NA,34.41058366,-106.5243708,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,crust_PJ,1,121,Sage Thrasher,SATH,1,NA,NA,NA,150,NA,NA,NA,34.41058366,-106.5243708,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,123,Sage Thrasher,SATH,1,NA,NA,NA,150,NA,NA,NA,34.39734735,-106.5222068,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,123,Sage Thrasher,SATH,1,NA,NA,NA,100,NA,NA,NA,34.39734735,-106.5222068,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,123,Sage Thrasher,SATH,1,NA,NA,NA,50,NA,NA,NA,34.39734735,-106.5222068,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,123,Sage Thrasher,SATH,1,NA,NA,NA,25,NA,NA,NA,34.39734735,-106.5222068,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,124,Sharp-shinned Hawk,SSHA,1,NA,NA,NA,75,NA,NA,NA,34.39178055,-106.5239405,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,crust_PJ,1,121,Townsend's Solitaire,TOSO,1,NA,NA,NA,75,NA,NA,NA,34.41058366,-106.5243708,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,123,Townsend's Solitaire,TOSO,1,NA,NA,NA,150,NA,NA,NA,34.39734735,-106.5222068,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,123,Townsend's Solitaire,TOSO,1,NA,NA,NA,150,NA,NA,NA,34.39734735,-106.5222068,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,124,Townsend's Solitaire,TOSO,NA,NA,NA,1,250,NA,NA,NA,34.39178055,-106.5239405,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,124,Townsend's Solitaire,TOSO,1,NA,NA,NA,150,NA,NA,NA,34.39178055,-106.5239405,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,125,Townsend's Solitaire,TOSO,1,NA,NA,NA,150,NA,NA,NA,34.38642066,-106.526917,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,meanvar_PJ,1,125,Townsend's Solitaire,TOSO,1,NA,NA,NA,75,NA,NA,NA,34.38642066,-106.526917,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,126,Townsend's Solitaire,TOSO,1,NA,NA,NA,150,NA,NA,NA,34.38045714,-106.5314932,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,126,Townsend's Solitaire,TOSO,1,NA,NA,NA,50,NA,NA,NA,34.38045714,-106.5314932,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,127,Townsend's Solitaire,TOSO,1,NA,NA,NA,150,NA,NA,NA,34.37605113,-106.5339906,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,127,Townsend's Solitaire,TOSO,1,NA,NA,NA,80,NA,NA,NA,34.37605113,-106.5339906,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,Townsend's Solitaire,TOSO,1,NA,NA,NA,30,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,129,Townsend's Solitaire,TOSO,1,NA,NA,NA,200,NA,NA,NA,34.36527658,-106.5352165,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,Western Bluebird,WEBL,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,Western Bluebird,WEBL,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,Western Bluebird,WEBL,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-01-25,NA,NA,NA,NA,NA,Pinyon_Juniper,core_PJ,1,128,Western Bluebird,WEBL,NA,NA,NA,1,250,NA,NA,NA,34.36851318,-106.5357353,Pinyon woodland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,NA,1,140,Cassin's Sparrow,CASP,1,NA,NA,NA,100,NW,NA,NA,34.37285327,-106.680494,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,mixed_grass,1,144,Cassin's Sparrow,CASP,1,NA,NA,NA,100,N,NA,NA,34.34669315,-106.6942514,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,mixed_grass,1,144,Cassin's Sparrow,CASP,1,NA,NA,NA,80,S,NA,NA,34.34669315,-106.6942514,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,mixed_grass,1,145,Cassin's Sparrow,CASP,1,NA,NA,NA,150,NE,NA,NA,34.34009454,-106.6977036,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,mixed_grass,1,145,Cassin's Sparrow,CASP,1,NA,NA,NA,80,S,NA,NA,34.34009454,-106.6977036,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,fertilizer,1,146,Cassin's Sparrow,CASP,1,NA,NA,NA,150,NE,NA,NA,34.38677743,-106.678441,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,NA,1,147,Cassin's Sparrow,CASP,1,NA,NA,NA,100,NE,NA,NA,34.37962992,-106.6784568,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,NA,1,147,Cassin's Sparrow,CASP,1,NA,NA,NA,100,S,NA,NA,34.37962992,-106.6784568,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,NA,1,147,Cassin's Sparrow,CASP,1,NA,NA,NA,40,W,NA,NA,34.37962992,-106.6784568,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,NA,1,140,Horned Lark,HOLA,1,NA,NA,NA,60,NW,NA,NA,34.37285327,-106.680494,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,NA,1,140,Horned Lark,HOLA,1,NA,NA,NA,60,NW,NA,NA,34.37285327,-106.680494,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,warming,1,141,Horned Lark,HOLA,1,NA,NA,NA,80,E,NA,NA,34.36632662,-106.6839448,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,warming,1,141,Horned Lark,HOLA,1,NA,NA,NA,50,S,NA,NA,34.36632662,-106.6839448,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,warming,1,142,Horned Lark,HOLA,1,NA,NA,NA,80,S,NA,NA,34.35975887,-106.6874236,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,warming,1,142,Horned Lark,HOLA,1,NA,NA,NA,80,S,NA,NA,34.35975887,-106.6874236,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,NA,1,147,Horned Lark,HOLA,1,NA,NA,NA,60,SE,NA,NA,34.37962992,-106.6784568,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,NA,1,147,Horned Lark,HOLA,1,NA,NA,NA,60,SE,NA,NA,34.37962992,-106.6784568,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,fertilizer,1,146,Mourning Dove,MODO,1,NA,NA,NA,100,NW,NA,NA,34.38677743,-106.678441,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,fertilizer,1,146,Scaled Quail,SCQU,1,NA,NA,NA,100,NW,NA,NA,34.38677743,-106.678441,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,warming,1,141,Western Meadowlark,WEME,1,NA,NA,NA,150,E,NA,NA,34.36632662,-106.6839448,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,warming,1,141,Western Meadowlark,WEME,1,NA,NA,NA,100,NW,NA,NA,34.36632662,-106.6839448,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,warming,1,142,Western Meadowlark,WEME,1,NA,NA,NA,100,E,NA,NA,34.35975887,-106.6874236,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,warming,1,142,Western Meadowlark,WEME,1,NA,NA,NA,150,W,NA,NA,34.35975887,-106.6874236,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,warming,1,143,Western Meadowlark,WEME,1,NA,NA,NA,100,E,NA,NA,34.35322362,-106.6907891,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,warming,1,143,Western Meadowlark,WEME,1,NA,NA,NA,100,E,NA,NA,34.35322362,-106.6907891,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,warming,1,143,Western Meadowlark,WEME,1,NA,NA,NA,150,SW,NA,NA,34.35322362,-106.6907891,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,mixed_grass,1,144,Western Meadowlark,WEME,1,NA,NA,NA,100,NE,NA,NA,34.34669315,-106.6942514,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,mixed_grass,1,144,Western Meadowlark,WEME,1,NA,NA,NA,100,S,NA,NA,34.34669315,-106.6942514,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,mixed_grass,1,145,Western Meadowlark,WEME,1,NA,NA,NA,150,N,NA,NA,34.34009454,-106.6977036,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,fertilizer,1,146,Western Meadowlark,WEME,1,NA,NA,NA,150,N,NA,NA,34.38677743,-106.678441,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,fertilizer,1,146,Western Meadowlark,WEME,1,NA,NA,NA,150,E,NA,NA,34.38677743,-106.678441,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,fertilizer,1,146,Western Meadowlark,WEME,1,NA,NA,NA,150,W,NA,NA,34.38677743,-106.678441,Desert grassland
1991-05-26,NA,NA,NA,NA,NA,Mixed_grass,NA,1,147,Western Meadowlark,WEME,1,NA,NA,NA,100,S,NA,NA,34.37962992,-106.6784568,Desert grassland
1991-05-27,NA,NA,NA,NA,NA,Creosote,core_creosote,1,133,Ash-throated Flycatcher,ATFL,1,NA,NA,NA,70,W,NA,NA,34.33161009,-106.7354317,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,core_creosote,1,134,Ash-throated Flycatcher,ATFL,1,NA,NA,NA,100,S,NA,NA,34.32986787,-106.7262035,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,meanvar_creosote,1,130,Black-throated Sparrow,BTSP,1,NA,NA,NA,50,E,NA,NA,34.34065028,-106.7459382,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,meanvar_creosote,1,130,Black-throated Sparrow,BTSP,1,NA,NA,NA,80,SW,NA,NA,34.34065028,-106.7459382,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,meanvar_creosote,1,130,Black-throated Sparrow,BTSP,1,NA,NA,NA,70,W,NA,NA,34.34065028,-106.7459382,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,meanvar_creosote,1,131,Black-throated Sparrow,BTSP,1,NA,NA,NA,100,E,NA,NA,34.33854724,-106.740961,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,meanvar_creosote,1,131,Black-throated Sparrow,BTSP,1,NA,NA,NA,10,S,NA,NA,34.33854724,-106.740961,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,meanvar_creosote,1,131,Black-throated Sparrow,BTSP,1,NA,NA,NA,10,SW,NA,NA,34.33854724,-106.740961,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,meanvar_creosote,1,131,Black-throated Sparrow,BTSP,1,NA,NA,NA,100,W,NA,NA,34.33854724,-106.740961,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,meanvar_creosote,1,131,Black-throated Sparrow,BTSP,1,NA,NA,NA,80,NW,NA,NA,34.33854724,-106.740961,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,core_creosote,1,132,Black-throated Sparrow,BTSP,NA,NA,NA,1,250,E,NA,NA,34.33654797,-106.7360936,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,core_creosote,1,132,Black-throated Sparrow,BTSP,1,NA,NA,NA,50,S,NA,NA,34.33654797,-106.7360936,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,core_creosote,1,132,Black-throated Sparrow,BTSP,1,NA,NA,NA,50,S,NA,NA,34.33654797,-106.7360936,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,core_creosote,1,132,Black-throated Sparrow,BTSP,NA,NA,NA,1,250,W,NA,NA,34.33654797,-106.7360936,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,core_creosote,1,133,Black-throated Sparrow,BTSP,1,NA,NA,NA,100,N,NA,NA,34.33161009,-106.7354317,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,core_creosote,1,133,Black-throated Sparrow,BTSP,1,NA,NA,NA,50,S,NA,NA,34.33161009,-106.7354317,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,core_creosote,1,133,Black-throated Sparrow,BTSP,1,NA,NA,NA,50,SW,NA,NA,34.33161009,-106.7354317,Desert shrubland
1991-05-27,NA,NA,NA,NA,NA,Creosote,core_creosote,1,133,Black-throated Sparrow,BTSP,1,NA,NA,NA,100,W,NA,NA,34.33161009,-106.7354317,Desert shrubland
